image_id,filename,dataset_source,label,country_code,topic_cluster,topic_similar_images,topic_similarity_count,color_cluster,color_similar_images,color_similarity_count,country_similar_images,country_similarity_count,total_similar_images,recommendation_quality
1225,DE-20.jpg,countries,DE,DE,7,"['ANONYMOUS-0.jpg', 'ANONYMOUS-100.jpg', 'ANONYMOUS-145.jpg', 'ANONYMOUS-29.jpg', 'ANONYMOUS-297.jpg', 'ANONYMOUS-586.jpg', 'ANONYMOUS-601.jpg', 'ANONYMOUS-713.jpg', 'ANONYMOUS-727.jpg', 'ANONYMOUS-779.jpg', 'ANONYMOUS-822.jpg', 'ANONYMOUS-94.jpg', 'BY-2.jpg', 'BY-31.jpg', 'CA-13.jpg']",15,4,"['ANONYMOUS-105.jpg', 'ANONYMOUS-107.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-125.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-148.jpg', 'ANONYMOUS-158.jpg', 'ANONYMOUS-176.jpg', 'ANONYMOUS-179.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,33,24.4
1226,DE-200.jpg,countries,DE,DE,0,"['ANONYMOUS-11.jpg', 'ANONYMOUS-114.jpg', 'ANONYMOUS-117.jpg', 'ANONYMOUS-131.jpg', 'ANONYMOUS-134.jpg', 'ANONYMOUS-135.jpg', 'ANONYMOUS-159.jpg', 'ANONYMOUS-169.jpg', 'ANONYMOUS-180.jpg', 'ANONYMOUS-190.jpg', 'ANONYMOUS-192.jpg', 'ANONYMOUS-193.jpg', 'ANONYMOUS-194.jpg', 'ANONYMOUS-198.jpg', 'ANONYMOUS-20.jpg']",15,5,"['ANONYMOUS-102.jpg', 'ANONYMOUS-117.jpg', 'ANONYMOUS-120.jpg', 'ANONYMOUS-128.jpg', 'ANONYMOUS-130.jpg', 'ANONYMOUS-132.jpg', 'ANONYMOUS-133.jpg', 'ANONYMOUS-134.jpg', 'ANONYMOUS-135.jpg', 'ANONYMOUS-142.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,30,24.4
1227,DE-201.jpg,countries,DE,DE,5,"['ANONYMOUS-202.jpg', 'ANONYMOUS-248.jpg', 'ANONYMOUS-249.jpg', 'ANONYMOUS-306.jpg', 'ANONYMOUS-33.jpg', 'ANONYMOUS-330.jpg', 'ANONYMOUS-34.jpg', 'ANONYMOUS-425.jpg', 'ANONYMOUS-534.jpg', 'ANONYMOUS-55.jpg', 'ANONYMOUS-582.jpg', 'ANONYMOUS-595.jpg', 'ANONYMOUS-602.jpg', 'ANONYMOUS-65.jpg', 'ANONYMOUS-695.jpg']",15,0,"['ANONYMOUS-0.jpg', 'ANONYMOUS-100.jpg', 'ANONYMOUS-101.jpg', 'ANONYMOUS-103.jpg', 'ANONYMOUS-106.jpg', 'ANONYMOUS-108.jpg', 'ANONYMOUS-118.jpg', 'ANONYMOUS-121.jpg', 'ANONYMOUS-124.jpg', 'ANONYMOUS-14.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,33,24.4
1228,DE-202.jpg,countries,DE,DE,9,"['ANONYMOUS-10.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-128.jpg', 'ANONYMOUS-130.jpg', 'ANONYMOUS-133.jpg', 'ANONYMOUS-136.jpg', 'ANONYMOUS-14.jpg', 'ANONYMOUS-142.jpg', 'ANONYMOUS-148.jpg', 'ANONYMOUS-16.jpg', 'ANONYMOUS-162.jpg', 'ANONYMOUS-167.jpg', 'ANONYMOUS-168.jpg', 'ANONYMOUS-17.jpg']",15,3,"['ANONYMOUS-123.jpg', 'ANONYMOUS-127.jpg', 'ANONYMOUS-129.jpg', 'ANONYMOUS-138.jpg', 'ANONYMOUS-147.jpg', 'ANONYMOUS-168.jpg', 'ANONYMOUS-169.jpg', 'ANONYMOUS-170.jpg', 'ANONYMOUS-174.jpg', 'ANONYMOUS-185.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1229,DE-203.jpg,countries,DE,DE,2,"['ANONYMOUS-102.jpg', 'ANONYMOUS-103.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-132.jpg', 'ANONYMOUS-137.jpg', 'ANONYMOUS-153.jpg', 'ANONYMOUS-160.jpg', 'ANONYMOUS-166.jpg', 'ANONYMOUS-18.jpg', 'ANONYMOUS-195.jpg', 'ANONYMOUS-223.jpg', 'ANONYMOUS-225.jpg', 'ANONYMOUS-238.jpg', 'ANONYMOUS-246.jpg', 'ANONYMOUS-26.jpg']",15,2,"['ANONYMOUS-1.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-11.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-114.jpg', 'ANONYMOUS-115.jpg', 'ANONYMOUS-12.jpg', 'ANONYMOUS-136.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1230,DE-204.jpg,countries,DE,DE,5,"['ANONYMOUS-202.jpg', 'ANONYMOUS-248.jpg', 'ANONYMOUS-249.jpg', 'ANONYMOUS-306.jpg', 'ANONYMOUS-33.jpg', 'ANONYMOUS-330.jpg', 'ANONYMOUS-34.jpg', 'ANONYMOUS-425.jpg', 'ANONYMOUS-534.jpg', 'ANONYMOUS-55.jpg', 'ANONYMOUS-582.jpg', 'ANONYMOUS-595.jpg', 'ANONYMOUS-602.jpg', 'ANONYMOUS-65.jpg', 'ANONYMOUS-695.jpg']",15,4,"['ANONYMOUS-105.jpg', 'ANONYMOUS-107.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-125.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-148.jpg', 'ANONYMOUS-158.jpg', 'ANONYMOUS-176.jpg', 'ANONYMOUS-179.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,33,24.4
1231,DE-205.jpg,countries,DE,DE,8,"['ANONYMOUS-106.jpg', 'ANONYMOUS-124.jpg', 'ANONYMOUS-149.jpg', 'ANONYMOUS-165.jpg', 'ANONYMOUS-174.jpg', 'ANONYMOUS-191.jpg', 'ANONYMOUS-201.jpg', 'ANONYMOUS-222.jpg', 'ANONYMOUS-227.jpg', 'ANONYMOUS-228.jpg', 'ANONYMOUS-331.jpg', 'ANONYMOUS-353.jpg', 'ANONYMOUS-356.jpg', 'ANONYMOUS-360.jpg', 'ANONYMOUS-38.jpg']",15,4,"['ANONYMOUS-105.jpg', 'ANONYMOUS-107.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-125.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-148.jpg', 'ANONYMOUS-158.jpg', 'ANONYMOUS-176.jpg', 'ANONYMOUS-179.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,33,24.4
1232,DE-206.jpg,countries,DE,DE,5,"['ANONYMOUS-202.jpg', 'ANONYMOUS-248.jpg', 'ANONYMOUS-249.jpg', 'ANONYMOUS-306.jpg', 'ANONYMOUS-33.jpg', 'ANONYMOUS-330.jpg', 'ANONYMOUS-34.jpg', 'ANONYMOUS-425.jpg', 'ANONYMOUS-534.jpg', 'ANONYMOUS-55.jpg', 'ANONYMOUS-582.jpg', 'ANONYMOUS-595.jpg', 'ANONYMOUS-602.jpg', 'ANONYMOUS-65.jpg', 'ANONYMOUS-695.jpg']",15,1,"['ANONYMOUS-10.jpg', 'ANONYMOUS-104.jpg', 'ANONYMOUS-116.jpg', 'ANONYMOUS-119.jpg', 'ANONYMOUS-126.jpg', 'ANONYMOUS-13.jpg', 'ANONYMOUS-131.jpg', 'ANONYMOUS-141.jpg', 'ANONYMOUS-205.jpg', 'ANONYMOUS-206.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,33,24.4
1233,DE-207.jpg,countries,DE,DE,1,"['ANONYMOUS-105.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-118.jpg', 'ANONYMOUS-119.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-126.jpg', 'ANONYMOUS-127.jpg', 'ANONYMOUS-13.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-140.jpg', 'ANONYMOUS-150.jpg', 'ANONYMOUS-152.jpg', 'ANONYMOUS-156.jpg', 'ANONYMOUS-158.jpg']",15,2,"['ANONYMOUS-1.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-11.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-114.jpg', 'ANONYMOUS-115.jpg', 'ANONYMOUS-12.jpg', 'ANONYMOUS-136.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1234,DE-208.jpg,countries,DE,DE,1,"['ANONYMOUS-105.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-118.jpg', 'ANONYMOUS-119.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-126.jpg', 'ANONYMOUS-127.jpg', 'ANONYMOUS-13.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-140.jpg', 'ANONYMOUS-150.jpg', 'ANONYMOUS-152.jpg', 'ANONYMOUS-156.jpg', 'ANONYMOUS-158.jpg']",15,2,"['ANONYMOUS-1.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-11.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-114.jpg', 'ANONYMOUS-115.jpg', 'ANONYMOUS-12.jpg', 'ANONYMOUS-136.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1235,DE-209.jpg,countries,DE,DE,4,"['ANONYMOUS-104.jpg', 'ANONYMOUS-108.jpg', 'ANONYMOUS-116.jpg', 'ANONYMOUS-123.jpg', 'ANONYMOUS-146.jpg', 'ANONYMOUS-15.jpg', 'ANONYMOUS-163.jpg', 'ANONYMOUS-181.jpg', 'ANONYMOUS-189.jpg', 'ANONYMOUS-19.jpg', 'ANONYMOUS-214.jpg', 'ANONYMOUS-215.jpg', 'ANONYMOUS-219.jpg', 'ANONYMOUS-221.jpg', 'ANONYMOUS-242.jpg']",15,2,"['ANONYMOUS-1.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-11.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-114.jpg', 'ANONYMOUS-115.jpg', 'ANONYMOUS-12.jpg', 'ANONYMOUS-136.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,33,24.4
1236,DE-21.jpg,countries,DE,DE,2,"['ANONYMOUS-102.jpg', 'ANONYMOUS-103.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-132.jpg', 'ANONYMOUS-137.jpg', 'ANONYMOUS-153.jpg', 'ANONYMOUS-160.jpg', 'ANONYMOUS-166.jpg', 'ANONYMOUS-18.jpg', 'ANONYMOUS-195.jpg', 'ANONYMOUS-223.jpg', 'ANONYMOUS-225.jpg', 'ANONYMOUS-238.jpg', 'ANONYMOUS-246.jpg', 'ANONYMOUS-26.jpg']",15,5,"['ANONYMOUS-102.jpg', 'ANONYMOUS-117.jpg', 'ANONYMOUS-120.jpg', 'ANONYMOUS-128.jpg', 'ANONYMOUS-130.jpg', 'ANONYMOUS-132.jpg', 'ANONYMOUS-133.jpg', 'ANONYMOUS-134.jpg', 'ANONYMOUS-135.jpg', 'ANONYMOUS-142.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,31,24.4
1237,DE-210.jpg,countries,DE,DE,3,"['ANONYMOUS-115.jpg', 'ANONYMOUS-125.jpg', 'ANONYMOUS-129.jpg', 'ANONYMOUS-138.jpg', 'ANONYMOUS-147.jpg', 'ANONYMOUS-151.jpg', 'ANONYMOUS-154.jpg', 'ANONYMOUS-164.jpg', 'ANONYMOUS-175.jpg', 'ANONYMOUS-177.jpg', 'ANONYMOUS-182.jpg', 'ANONYMOUS-187.jpg', 'ANONYMOUS-196.jpg', 'ANONYMOUS-208.jpg', 'ANONYMOUS-213.jpg']",15,4,"['ANONYMOUS-105.jpg', 'ANONYMOUS-107.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-125.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-148.jpg', 'ANONYMOUS-158.jpg', 'ANONYMOUS-176.jpg', 'ANONYMOUS-179.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1238,DE-211.jpg,countries,DE,DE,2,"['ANONYMOUS-102.jpg', 'ANONYMOUS-103.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-132.jpg', 'ANONYMOUS-137.jpg', 'ANONYMOUS-153.jpg', 'ANONYMOUS-160.jpg', 'ANONYMOUS-166.jpg', 'ANONYMOUS-18.jpg', 'ANONYMOUS-195.jpg', 'ANONYMOUS-223.jpg', 'ANONYMOUS-225.jpg', 'ANONYMOUS-238.jpg', 'ANONYMOUS-246.jpg', 'ANONYMOUS-26.jpg']",15,2,"['ANONYMOUS-1.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-11.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-114.jpg', 'ANONYMOUS-115.jpg', 'ANONYMOUS-12.jpg', 'ANONYMOUS-136.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1239,DE-212.jpg,countries,DE,DE,1,"['ANONYMOUS-105.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-118.jpg', 'ANONYMOUS-119.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-126.jpg', 'ANONYMOUS-127.jpg', 'ANONYMOUS-13.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-140.jpg', 'ANONYMOUS-150.jpg', 'ANONYMOUS-152.jpg', 'ANONYMOUS-156.jpg', 'ANONYMOUS-158.jpg']",15,3,"['ANONYMOUS-123.jpg', 'ANONYMOUS-127.jpg', 'ANONYMOUS-129.jpg', 'ANONYMOUS-138.jpg', 'ANONYMOUS-147.jpg', 'ANONYMOUS-168.jpg', 'ANONYMOUS-169.jpg', 'ANONYMOUS-170.jpg', 'ANONYMOUS-174.jpg', 'ANONYMOUS-185.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1240,DE-213.jpg,countries,DE,DE,1,"['ANONYMOUS-105.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-118.jpg', 'ANONYMOUS-119.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-126.jpg', 'ANONYMOUS-127.jpg', 'ANONYMOUS-13.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-140.jpg', 'ANONYMOUS-150.jpg', 'ANONYMOUS-152.jpg', 'ANONYMOUS-156.jpg', 'ANONYMOUS-158.jpg']",15,0,"['ANONYMOUS-0.jpg', 'ANONYMOUS-100.jpg', 'ANONYMOUS-101.jpg', 'ANONYMOUS-103.jpg', 'ANONYMOUS-106.jpg', 'ANONYMOUS-108.jpg', 'ANONYMOUS-118.jpg', 'ANONYMOUS-121.jpg', 'ANONYMOUS-124.jpg', 'ANONYMOUS-14.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1241,DE-214.jpg,countries,DE,DE,0,"['ANONYMOUS-11.jpg', 'ANONYMOUS-114.jpg', 'ANONYMOUS-117.jpg', 'ANONYMOUS-131.jpg', 'ANONYMOUS-134.jpg', 'ANONYMOUS-135.jpg', 'ANONYMOUS-159.jpg', 'ANONYMOUS-169.jpg', 'ANONYMOUS-180.jpg', 'ANONYMOUS-190.jpg', 'ANONYMOUS-192.jpg', 'ANONYMOUS-193.jpg', 'ANONYMOUS-194.jpg', 'ANONYMOUS-198.jpg', 'ANONYMOUS-20.jpg']",15,1,"['ANONYMOUS-10.jpg', 'ANONYMOUS-104.jpg', 'ANONYMOUS-116.jpg', 'ANONYMOUS-119.jpg', 'ANONYMOUS-126.jpg', 'ANONYMOUS-13.jpg', 'ANONYMOUS-131.jpg', 'ANONYMOUS-141.jpg', 'ANONYMOUS-205.jpg', 'ANONYMOUS-206.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1242,DE-215.jpg,countries,DE,DE,1,"['ANONYMOUS-105.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-118.jpg', 'ANONYMOUS-119.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-126.jpg', 'ANONYMOUS-127.jpg', 'ANONYMOUS-13.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-140.jpg', 'ANONYMOUS-150.jpg', 'ANONYMOUS-152.jpg', 'ANONYMOUS-156.jpg', 'ANONYMOUS-158.jpg']",15,1,"['ANONYMOUS-10.jpg', 'ANONYMOUS-104.jpg', 'ANONYMOUS-116.jpg', 'ANONYMOUS-119.jpg', 'ANONYMOUS-126.jpg', 'ANONYMOUS-13.jpg', 'ANONYMOUS-131.jpg', 'ANONYMOUS-141.jpg', 'ANONYMOUS-205.jpg', 'ANONYMOUS-206.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,30,24.4
1243,DE-216.jpg,countries,DE,DE,9,"['ANONYMOUS-10.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-128.jpg', 'ANONYMOUS-130.jpg', 'ANONYMOUS-133.jpg', 'ANONYMOUS-136.jpg', 'ANONYMOUS-14.jpg', 'ANONYMOUS-142.jpg', 'ANONYMOUS-148.jpg', 'ANONYMOUS-16.jpg', 'ANONYMOUS-162.jpg', 'ANONYMOUS-167.jpg', 'ANONYMOUS-168.jpg', 'ANONYMOUS-17.jpg']",15,0,"['ANONYMOUS-0.jpg', 'ANONYMOUS-100.jpg', 'ANONYMOUS-101.jpg', 'ANONYMOUS-103.jpg', 'ANONYMOUS-106.jpg', 'ANONYMOUS-108.jpg', 'ANONYMOUS-118.jpg', 'ANONYMOUS-121.jpg', 'ANONYMOUS-124.jpg', 'ANONYMOUS-14.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1244,DE-217.jpg,countries,DE,DE,3,"['ANONYMOUS-115.jpg', 'ANONYMOUS-125.jpg', 'ANONYMOUS-129.jpg', 'ANONYMOUS-138.jpg', 'ANONYMOUS-147.jpg', 'ANONYMOUS-151.jpg', 'ANONYMOUS-154.jpg', 'ANONYMOUS-164.jpg', 'ANONYMOUS-175.jpg', 'ANONYMOUS-177.jpg', 'ANONYMOUS-182.jpg', 'ANONYMOUS-187.jpg', 'ANONYMOUS-196.jpg', 'ANONYMOUS-208.jpg', 'ANONYMOUS-213.jpg']",15,3,"['ANONYMOUS-123.jpg', 'ANONYMOUS-127.jpg', 'ANONYMOUS-129.jpg', 'ANONYMOUS-138.jpg', 'ANONYMOUS-147.jpg', 'ANONYMOUS-168.jpg', 'ANONYMOUS-169.jpg', 'ANONYMOUS-170.jpg', 'ANONYMOUS-174.jpg', 'ANONYMOUS-185.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,30,24.4
1245,DE-218.jpg,countries,DE,DE,9,"['ANONYMOUS-10.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-128.jpg', 'ANONYMOUS-130.jpg', 'ANONYMOUS-133.jpg', 'ANONYMOUS-136.jpg', 'ANONYMOUS-14.jpg', 'ANONYMOUS-142.jpg', 'ANONYMOUS-148.jpg', 'ANONYMOUS-16.jpg', 'ANONYMOUS-162.jpg', 'ANONYMOUS-167.jpg', 'ANONYMOUS-168.jpg', 'ANONYMOUS-17.jpg']",15,2,"['ANONYMOUS-1.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-11.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-114.jpg', 'ANONYMOUS-115.jpg', 'ANONYMOUS-12.jpg', 'ANONYMOUS-136.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,30,24.4
1246,DE-219.jpg,countries,DE,DE,2,"['ANONYMOUS-102.jpg', 'ANONYMOUS-103.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-132.jpg', 'ANONYMOUS-137.jpg', 'ANONYMOUS-153.jpg', 'ANONYMOUS-160.jpg', 'ANONYMOUS-166.jpg', 'ANONYMOUS-18.jpg', 'ANONYMOUS-195.jpg', 'ANONYMOUS-223.jpg', 'ANONYMOUS-225.jpg', 'ANONYMOUS-238.jpg', 'ANONYMOUS-246.jpg', 'ANONYMOUS-26.jpg']",15,2,"['ANONYMOUS-1.jpg', 'ANONYMOUS-109.jpg', 'ANONYMOUS-11.jpg', 'ANONYMOUS-110.jpg', 'ANONYMOUS-111.jpg', 'ANONYMOUS-113.jpg', 'ANONYMOUS-114.jpg', 'ANONYMOUS-115.jpg', 'ANONYMOUS-12.jpg', 'ANONYMOUS-136.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,32,24.4
1247,DE-22.jpg,countries,DE,DE,5,"['ANONYMOUS-202.jpg', 'ANONYMOUS-248.jpg', 'ANONYMOUS-249.jpg', 'ANONYMOUS-306.jpg', 'ANONYMOUS-33.jpg', 'ANONYMOUS-330.jpg', 'ANONYMOUS-34.jpg', 'ANONYMOUS-425.jpg', 'ANONYMOUS-534.jpg', 'ANONYMOUS-55.jpg', 'ANONYMOUS-582.jpg', 'ANONYMOUS-595.jpg', 'ANONYMOUS-602.jpg', 'ANONYMOUS-65.jpg', 'ANONYMOUS-695.jpg']",15,0,"['ANONYMOUS-0.jpg', 'ANONYMOUS-100.jpg', 'ANONYMOUS-101.jpg', 'ANONYMOUS-103.jpg', 'ANONYMOUS-106.jpg', 'ANONYMOUS-108.jpg', 'ANONYMOUS-118.jpg', 'ANONYMOUS-121.jpg', 'ANONYMOUS-124.jpg', 'ANONYMOUS-14.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,33,24.4
1248,DE-220.jpg,countries,DE,DE,5,"['ANONYMOUS-202.jpg', 'ANONYMOUS-248.jpg', 'ANONYMOUS-249.jpg', 'ANONYMOUS-306.jpg', 'ANONYMOUS-33.jpg', 'ANONYMOUS-330.jpg', 'ANONYMOUS-34.jpg', 'ANONYMOUS-425.jpg', 'ANONYMOUS-534.jpg', 'ANONYMOUS-55.jpg', 'ANONYMOUS-582.jpg', 'ANONYMOUS-595.jpg', 'ANONYMOUS-602.jpg', 'ANONYMOUS-65.jpg', 'ANONYMOUS-695.jpg']",15,4,"['ANONYMOUS-105.jpg', 'ANONYMOUS-107.jpg', 'ANONYMOUS-112.jpg', 'ANONYMOUS-122.jpg', 'ANONYMOUS-125.jpg', 'ANONYMOUS-139.jpg', 'ANONYMOUS-148.jpg', 'ANONYMOUS-158.jpg', 'ANONYMOUS-176.jpg', 'ANONYMOUS-179.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,33,24.4
1249,DE-221.jpg,countries,DE,DE,8,"['ANONYMOUS-106.jpg', 'ANONYMOUS-124.jpg', 'ANONYMOUS-149.jpg', 'ANONYMOUS-165.jpg', 'ANONYMOUS-174.jpg', 'ANONYMOUS-191.jpg', 'ANONYMOUS-201.jpg', 'ANONYMOUS-222.jpg', 'ANONYMOUS-227.jpg', 'ANONYMOUS-228.jpg', 'ANONYMOUS-331.jpg', 'ANONYMOUS-353.jpg', 'ANONYMOUS-356.jpg', 'ANONYMOUS-360.jpg', 'ANONYMOUS-38.jpg']",15,1,"['ANONYMOUS-10.jpg', 'ANONYMOUS-104.jpg', 'ANONYMOUS-116.jpg', 'ANONYMOUS-119.jpg', 'ANONYMOUS-126.jpg', 'ANONYMOUS-13.jpg', 'ANONYMOUS-131.jpg', 'ANONYMOUS-141.jpg', 'ANONYMOUS-205.jpg', 'ANONYMOUS-206.jpg']",10,"['DE-0.jpg', 'DE-1.jpg', 'DE-10.jpg', 'DE-100.jpg', 'DE-101.jpg', 'DE-102.jpg', 'DE-103.jpg', 'DE-104.jpg']",8,33,24.4
